Timestamp                       Thread     Type        Activity             PID    TTL  
2026-04-08 20:30:25.918861+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 a4 00 01 00 00 0a 74 08 00 00 00 00 03 87 27 6c
2026-04-08 20:30:25.920575+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 71 11 54 65 73 74 53 65 72 76 69 63 65 3a 55 73 65 72 31 76 05 06 00 06 c4 27 90 00
2026-04-08 20:30:29.989667+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 a4 00 01 00 00 0a 74 08 00 00 00 00 03 87 27 6d
2026-04-08 20:30:29.991488+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 71 11 54 65 73 74 53 65 72 76 69 63 65 3a 55 73 65 72 31 76 05 06 00 09 02 4e 90 00
2026-04-08 20:30:33.932498+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 a4 04 00 05 a0 00 00 03 08
2026-04-08 20:30:33.933811+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 61 11 4f 06 00 00 10 00 01 00 79 07 4f 05 a0 00 00 03 08 90 00
2026-04-08 20:30:33.934822+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 fd 00 00 00
2026-04-08 20:30:33.935335+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 05 04 03 90 00
2026-04-08 20:30:33.935744+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 f7 00 9b
2026-04-08 20:30:33.936285+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 01 01 03 02 02 00 01 05 01 01 90 00
2026-04-08 20:30:33.940428+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 cb 3f ff 00 00 05 5c 03 5f ff 00
2026-04-08 20:30:33.940960+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 6a 82
2026-04-08 20:30:33.947280+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 f7 00 80
2026-04-08 20:30:33.947821+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 01 01 ff 05 01 01 06 02 03 03 90 00
2026-04-08 20:30:33.948278+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 f7 00 81
2026-04-08 20:30:33.948881+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 01 01 ff 05 01 01 06 02 03 03 90 00
2026-04-08 20:30:33.949267+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 f7 00 9b
2026-04-08 20:30:33.949790+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 01 01 03 02 02 00 01 05 01 01 90 00
2026-04-08 20:30:33.952379+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 f7 00 96
2026-04-08 20:30:33.952895+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 6a 88
2026-04-08 20:30:33.954748+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 cb 3f ff 00 00 05 5c 03 5f c1 02
2026-04-08 20:30:33.955597+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 53 3b 30 19 78 ee 9e fc 44 a9 38 99 8d 60 ea 5e 5c d3 76 ab 66 e3 3b 05 50 61 65 d2 e2 34 10 1b b6 a0 8c 01 f4 fe c4 4b 50 49 3e 56 4f 92 1c 35 08 32 30 33 30 30 31 30 31 3e 00 fe 00 90 00
2026-04-08 20:30:33.955985+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 cb 3f ff 00 00 05 5c 03 5f c1 07
2026-04-08 20:30:33.956525+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 6a 82
2026-04-08 20:30:33.960542+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 f7 00 96
2026-04-08 20:30:33.960970+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 6a 88
2026-04-08 20:30:33.961914+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 f7 00 80
2026-04-08 20:30:33.962445+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 01 01 ff 05 01 01 06 02 03 03 90 00
2026-04-08 20:30:33.962849+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 20 00 80 00 00 08 ff ff ff ff ff ff ff ff
2026-04-08 20:30:33.967939+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 63 c2
2026-04-08 20:30:33.968950+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 20 00 80 00 00 08 ff ff ff ff ff ff ff ff
2026-04-08 20:30:33.974090+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 63 c1
2026-04-08 20:30:33.974720+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 20 00 80 00 00 08 ff ff ff ff ff ff ff ff
2026-04-08 20:30:33.980032+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 69 83
2026-04-08 20:30:33.980825+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 f7 00 81
2026-04-08 20:30:33.981456+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 01 01 ff 05 01 01 06 02 03 03 90 00
2026-04-08 20:30:33.982146+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 2c 00 80 00 00 10 ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
2026-04-08 20:30:33.987381+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 63 c2
2026-04-08 20:30:33.988233+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 2c 00 80 00 00 10 ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
2026-04-08 20:30:33.993393+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 63 c1
2026-04-08 20:30:33.994154+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 2c 00 80 00 00 10 ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff
2026-04-08 20:30:33.999296+0200 0x15a7a32  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 69 83
